3Ltr,Company,Country,Telephony
LMS,LOMAS HELICOPTERS LTD,UNITED KINGDOM,LOMAS
LMU,ALMASRIA UNIVERSAL AIRLINES,EGYPT,ALMASRIA
LNA,LNAIR AIR SERVICES S.L.,SPAIN,ELNAIR
LNE,AEROLANE - LINEAS AEREAS NACIONALES DEL ECUADOR S.A.,ECUADOR,AEROLANE
LNG,"LOCKHEED MARTIN AERONAUTICS COMPANY (FORT WORTH, TX)",UNITED STATES,LIGHTNING
LNH,"LINEA AEREA NACIONAL DE HONDURAS, S.A. DE C.V. (LANHSA)",HONDURAS,
LNI,"LION MENTARI AIRLINES, PT.",INDONESIA,LION INTER
LNK,SA AIRLINK (PTY) LTD,SOUTH AFRICA,LINK
LNM,"LIAONING MERIDIAN JET CO., LTD.",CHINA,AIR RING
LNQ,LINKSAIR LTD,UNITED KINGDOM,FASTLINK
LNX,LONDON EXECUTIVE AVIATION LTD,UNITED KINGDOM,LONEX
LOA,LEOAIR HOLDINGS (PTY) LTD,SOUTH AFRICA,LEOAIR TRAINER
LOC,"LOCAIR, INC. (FORT LAUDERDALE, FL)",UNITED STATES,LOCAIR
LOF,"TRANS STATES AIRLINES, INC. D/B/A TRANS  WORLD EXPRESS",UNITED STATES,WATERSKI
LOG,LOGAN AIR LIMITED,UNITED KINGDOM,LOGAN
LOJ,LOJY AIR,EGYPT,LOJY AIR
LOK,ALOK AIR CO.,SUDAN,ALOK AIR
LOL,EASYCHARTER LLC,GEORGIA,EASY CHARTER
LON,LEGEND OF THE NILE AVIATION,EGYPT,MISR
LOP,LINTON-ON-OUSE FTU,UNITED KINGDOM,LINTON
LOR,LEO-AIR CC,SOUTH AFRICA,LEO CHARTER
LOS,LOSSIEMOUTH FTU,UNITED KINGDOM,LOSSIE
LOT,LOT - POLSKIE LINIE LOTNICZE,POLAND,LOT
LOX,FLYRICH LLC,UNITED STATES,LOX JET
LPA,LEAP,SWEDEN,LEAP
LPC,ALPINE AVIATION (PTY) LTD,SOUTH AFRICA,NETSTAR
LPD,UK ROYAL/HRH DUKE OF YORK,UNITED KINGDOM,LEOPARD
LPE,LAN PERU S.A.,PERU,LANPERU
LPL,"LEASE-A-PLANE INTERNATIONAL (NORTHBROOK, IL)",UNITED STATES,LEASE-A-PLANE
LPR,LOTNICZE POGOTOWIE RATUNKOWE,POLAND,RATOVNIK
LRB,L R AIRLINES LTD,CZECHIA,LADY RACINE
LRC,"AVIANCA COSTA RICA, S.A",COSTA RICA,LACSA
LRD,"LAREDO AIR (LAREDO, TX)",UNITED STATES,LAREDO AIR
LRG,"SOLUCIONES AEREAS DE LA LAGUNA, S.A. DE C.V.",MEXICO,SOLAER LAGUNA
LRK,SKYJET AVIATION SERVICES LIMITED,NIGERIA,SKYLARK
LRQ,LUXEMBOURG AIR AMBULANCE,LUXEMBOURG,LUX RESCUE
LRR,LORRAINE AVIATION,FRANCE,LORRAINE
LRS,"COMPANIA DE SERVICIOS AEREOS NACIONALES, S.A. (SANSA)",COSTA RICA,
LRT,"LIBERTY JET MANAGEMENT (RONKONKOMA, NY)",UNITED STATES,LIBERTY JET
LRW,AL RIDA AIRWAYS,MAURITANIA,AL RIDA
LSA,LEADER S.R.L.,ITALY,LEADER SERVICE
LSC,LOS CEDROS AVIACION,CHILE,CEDROS
LSE,LINEA DE AEROSERVICIOS S.A.,CHILE,
LSH,"LOTT SHIP AGENCY, INC. (MOBILE, AL)",UNITED STATES,
LSI,ALISCARGO AIRLINES S.P.A.,ITALY,ALIS
LSJ,AIR LIAISON,CANADA,LIAISON
LSK,SKYLIGHT LLC,RUSSIAN FEDERATION,SKYLIGHT
LSL,LEAIR CHARTER SERVICES LTD,BAHAMAS,LEE AIR
LSM,LUXAVIATION SAN MARINO S.R.L.,SAN MARINO,TITAN
LSN,"VL SERVICIOS NACIONALES, S.A. DE C.V.",MEXICO,SERVI NAL
LSO,LONE STAR COMMUNICATIONS,UNITED STATES,STARCOM
LSP,SPECTRUM AVIATION INCORPORATED,UNITED KINGDOM,AIR TONY
LST,"LESORTEC, S.A. DE C.V.",MEXICO,LESORTEC
LSV,SLOVENIAN MINISTRY OF DEFENCE,SLOVENIA,SLOVENIAN AIRFORCE
LSX,"ATLAS EXECUTIVE AIR, S.L.",SPAIN,ATLAS EXEC
LSY,LEBANON SKY AVIATION,LEBANON,LEBANON SKY
LTA,"LEADERSHIP IN FLIGHT TRAINING, LLC, DBA AS LIFT ACADEMY",UNITED STATES,LIFT
LTC,CHARTER JETS,LITHUANIA,CHARTER JETS
LTD,"EXECUTIVE EXPRESS AVIATION D/B/A JA AIR CHARTER (SUGAR GROVE, IL)",UNITED STATES,LIGHTSPEED
LTE,L T E INTERNATIONAL AIRWAYS S.A.,SPAIN,FUN JET
LTF,LET S FLY S.R.O.,CZECHIA,LETS FLY
LTG,ABSA AEROLINHAS BRASILEIRAS S/A,BRAZIL,TAMCARGO
LTR,LUFTTRANSPORT A/S,NORWAY,LUFT TRANSPORT
LTS,"FLIGHT INSPECTIONS AND SYSTEMS, CJSC",RUSSIAN FEDERATION,SPECAIR
LTU,TFC FLUGBETRIEB UND -TECHNIK BERATUNGSGESELLSCHAFT MBH,GERMANY,GERMANAIR
LTZ,LOUTZAVIA CHARTERS CC,SOUTH AFRICA,LAMINAR
LUC,ALBINATI AERONAUTICS SA,SWITZERLAND,ALBINATI
LUE,AEROCLUB DE ALICANTE,SPAIN,
LUG,E-AVIATION SWISS SAGL,SWITZERLAND,
LUK,LUKOIL-AVIA,RUSSIAN FEDERATION,LUKOIL
LUT,LUFT CARGO (PTY) LTD,SOUTH AFRICA,LUGO
LVB,IRS AIRLINES,NIGERIA,SILVERBIRD
LVS,"INSIGNIA AVIACION, S.A. DE C.V.",MEXICO,SIGNIA
LVT,ELEVATE JET LLC,UNITED STATES,ELEVATE
LVW,PACIFIC SKY AVIATION INC,CANADA,LONGVIEW
LWA,LIBYAN WINGS,LIBYA,LIBYAN WINGS
LWC,"TRANSPORTES AEREOS DE ACAPULCO, S.A. DE C.V",MEXICO,TRANSACA
LWG,LUXWING,MALTA,LUXWING
LWI,LUMIWINGS,GREECE,LUMI
LWL,"LOWLEVEL, LDA",PORTUGAL,CUB DRIVER
LXA,LUXAVIATION S.A.,LUXEMBOURG,RED LION
LXC,CAE AVIATION,LUXEMBOURG,LUXVAN
LXF,"LYNX AIR INTERNATIONAL (FORT LAUDERDALE, FL)",UNITED STATES,LYNX FLIGHT
LXG,"LUXAVIATION GERMANY GMBH, BUEREN",GERMANY,LUX AVIATION
LXJ,"FLEXJET LLC (RICHARDSON, TX)",UNITED STATES,FLEXJET
LXM,LUXAVIATION MALTA,MALTA,LUQA
LXP,TRANSPORTE AEREO S.A. (LAN EXPRESS),CHILE,LANEX
LXR,SKY PRIME MALTA,MALTA,SKY LUXURY
LXS,"LYNX SERVICIOS AEREOS, S.A. DE C.V.",MEXICO,LYNX SERVICIOS
LXX,LIBYAN EXPRESS FOR AIR TRANSPORT,LIBYA,LIBYANEXPRESS
LYB,LYNDEN AIR CARGO,PAPUA NEW GUINEA,HIGHLANDS
LYC,"LYNDEN AIR CARGO, LLC",UNITED STATES,LYNDEN
LYD,LYDD AIR LTD,UNITED KINGDOM,LYDDAIR
LYF,LITHUANIAN AIR FORCE SAFETY DEPARTMENT,LITHUANIA,LITHUANIAN AIRFORCE
LYH,YANKEE LIMA HELICOPTERES,FRANCE,HELIGUYANE
LYM,"KEY LIME AIR (ENGLEWOOD, CO)",UNITED STATES,KEY LIME
LYN,AIR KYRGYZSTAN,KYRGYZSTAN,ALTYN AVIA
LYX,SMARTLYNX AIRLINES MALTA,MALTA,MALTA CAT
LZA,"LANZA AIR, S.L.",SPAIN,AEROLANZA
LZB,BULGARIA AIR,BULGARIA,FLYING BULGARIA
LZF,"LEASE FLY, S.A.",PORTUGAL,SKYLEASE
MAA,"AEROTRANSPORTES MAS DE CARGA, S.A. DE C.V.",MEXICO,MAS CARGA
MAB,AIRBORNE LIDAR MAPPING A/S,DENMARK,MAPPING
MAC,AIR ARABIA MAROC,MOROCCO,ARABIA MAROC
MAD,"MALONE AIRCHARTER, INC",UNITED STATES,MALONE
MAE,MALI AIR LUFTVERKEHR GESELLSCHAFT M.B.H.,AUSTRIA,MALI AIREXPRESS
MAF,"AEROLINEAS MAS, S.A.",DOMINICAN REPUBLIC,AEROMAS
MAG,NATO ALLIANCE GROUND SURVEILLANCE (AGS),ITALY,MAGMA
MAI,MAURITANIAN AIRLINES INTERNATIONAL,MAURITANIA,
MAJ,MITSUBISHI AIRCRAFT CORPORATION,JAPAN,ME TACK
MAK,MAKLEE AIR,UNITED STATES,MAKLEE
MAL,MORNINGSTAR AIR INC.,CANADA,MORNINGSTAR
MAN,"MANNION AIR CHARTER, INC. (YPSILANTI, MI)",UNITED STATES,MANNION
MAO,"MAYO CLINIC (ROCHESTER, MN)",UNITED STATES,MAYO
MAP,"ALTAIR JETS, C.A.",VENEZUELA,ALTJETS
MAQ,"MAC AVIATION, S.L.",SPAIN,MAC AVIATION
MAR,AIR MEDITERRANEAN S.A,GREECE,HELLASMED
MAS,MALAYSIA AIRLINES BERHAD,MALAYSIA,MALAYSIAN
MAT,"MAINE AVIATION AIRCRAFT CHARTER LLC (PORTLAND, ME)",UNITED STATES,MAINE-AV
MAU,AIR MAURITIUS LIMITED,MAURITIUS,AIRMAURITIUS
MAV,MANTA AVIATION PVT. LTD.,MALDIVES,SEA WING
MAW,MUSTIQUE AIRWAYS,SAINT VINCENT AND THE GRENADINES,MUSTIQUE
MAX,MAX-AVIATION,CANADA,MAX AVIATION
MAY,MALTA AIR,MALTA,BLUE MED
MBA,AVAG AIR GMBH FUR LUFTFAHRT,AUSTRIA,AVAG AIR
MBB,AIR MANAS,KYRGYZSTAN,AIR MANAS
MBC,"AIRJET EXPLORACAO AEREA DE CARGA, PASSAGEIROS E CORREIOS, LDA",ANGOLA,MABECO
MBE,MARTIN-BAKER LTD.,UNITED KINGDOM,MARTIN
MBF,"MABE FLIGHTS, S.L.",SPAIN,MABE FLIGHTS
MBG,ZEPHYR AVIATION LTD,UNITED KINGDOM,CHALGROVE
MBK,CHRONO JET INC,CANADA,MATBLACK
MBO,MB AERO,BELARUS,AEROBEL
MBR,BRAZILIAN NAVY AVIATION,BRAZIL,BRAZILIAN NAVY
MBS,MBACHI AIR/GROUND SERVICES LIMITED,MALAWI,MBACHI AIR
MBT,"PROVINCE OF MANITOBA, AIR SERVICES BRANCH",CANADA,MANITOBA
MCA,MEDITERRANEAN COASTAL AIRLINES LTD.,MALTA,COASTAL CLIPPER
MCC,MCC AVIATION (PTY) LTD,SOUTH AFRICA,DISCOVERY
MCD,AIR MEDICAL LTD,UNITED KINGDOM,AIR MED
MCE,MARSHALL AEROSPACE,UNITED KINGDOM,MARSHALL
MCK,AEROWAYS,GERMANY,MAVERICK
MCL,MEDICAL AVIATION SERVICES LTD,UNITED KINGDOM,MEDIC
MCM,HELI-AIR-MONACO,MONACO,HELI AIR
MCO,"AEROLINEAS MARCOS, S.A. DE C.V.",MEXICO,MARCOS
MCP,MARCOPOLO AIRWAYS,AFGHANISTAN,MARCOPOLO
MCS,MCS AEROCARGA DE MEXICO S.A. DE C.V.,MEXICO,CARMEX
MCT,"TRANSPORTACION AEREA DEL MAR DE CORTES, S.A. DE C.V.",MEXICO,TRANS CORTES
MCV,"MTC AVIACION, S.A. DE C.V.",MEXICO,MTC AVIACION
MCW,AVIATION MACHINE WORKS - CENTRAFRIQUE (AMW-CENTRAFRIQUE),CENTRAL AFRICAN REPUBLIC,MACHINE WORKS
MCX,CARGO EXPRESS,MAURITANIA,MAURICARGO
MCY,AMBULANCE AIR AFRICA,SOUTH AFRICA,MERCY
MDA,MANDARIN AIRLINES,CHINA,MANDARIN
MDB,"VERTICAL AVIATION, LLC",UNITED STATES,MARIANAS
MDD,MDLR AIRLINES,INDIA,
MDE,MAURITANIENNE DE TRANSPORT AERIEN,MAURITANIA,MAURI-TRANS
MDF,SWIFTAIR HELLAS S.A.,GREECE,MED-FREIGHT
MDG,"AIR MADAGASCAR, SOCIETE NATIONALE MALGACHE DE TRANSPORTS AERIENS",MADAGASCAR,AIR MADAGASCAR
MDI,IAS MEDICAL LTD,UNITED KINGDOM,MEDOPS
MDK,MADIKWE CHARTER CC,SOUTH AFRICA,MADIKWE
MDM,MEDAVIA COMPANY LTD,MALTA,MEDAVIA
MDO,MEL AIR LIMITED,MALTA,KUDA
MDR,"COMPANIA MEXICANA DE AEROPLANOS, S.A.",MEXICO,AEROPLANOS
MDS,"MCNEELY CHARTER SERVICES, INC. (WEST MEMPHIS, AR)",UNITED STATES,MID-SOUTH
MDT,SUNDT AIR A/S,NORWAY,MIDNIGHT
MDW,FLYAWESOME LIMITED,MALTA,MEDWING
MDX,MEDAIR CHARTER (PTY) LTD,SOUTH AFRICA,MEDAIR
MDZ,MDL AVIATION INTERNATIONAL SERVICES,PAKISTAN,
MEA,MIDDLE EAST AIRLINES - AIRLIBAN,LEBANON,CEDAR JET
MEC,"MERCURY AIRCOURIER SERVICE (SALT LAKE CITY, UT)",UNITED STATES,MERCAIR
MED,MED AIRWAYS,LEBANON,
MEF,AIR MERIDIAN LIMITED,NIGERIA,EMPENNAGE
MEI,"MERLIN AIRWAYS, INC. (BILLINGS, MT)",UNITED STATES,AVALON
MEJ,"AIRMED INTERNATIONAL LLC (BIRMINGHAM, AL)",UNITED STATES,MEDJET
MEK,"MED-TRANS OF FLORIDA, INC. (TAMPA, FL)",UNITED STATES,MED-TRANS
MEL,MEGA LINHAS AEREAS,BRAZIL,MEGA AIR
MEM,MERIDIAN LTD,UKRAINE,MERIDIAN CHERRY
MEN,MAE AIRCRAFT MANAGEMENT,BAHRAIN,RAHAL
MER,"METHOW AVIATION, INC. (EAST WENATCHEE, WA)",UNITED STATES,METHOW
MES,"MESABA AVIATION (GRAND RAPIDS, MN)",UNITED STATES,MESABA
MET,METEOROLOGICAL RESEARCH FLIGHT,UNITED KINGDOM,METMAN
MEV,MED-VIEW AIRLINES (NIGERIA) LIMITED,NIGERIA,MED-VIEW
MEX,S.C. NETEX CONSULTING S.R.L.,ROMANIA,
MFA,MARTYN FIDDLER ASSOCIATES,UNITED KINGDOM,SEAHORSE
MFB,MOUNTAIN FLYERS 80 LTD,SWITZERLAND,MOUNTAINHELI
MFC,CANLINK AVIATION INC.,CANADA,EAST WIND
MFD,"MONARCH AIR GROUP, LLC (FT. LAUDERDALE, FL)",UNITED STATES,FREIGHT DOG
MFG,MID AFRICA AVIATION,GAMBIA,MID AFRICA
MFJ,SOLENTA AVIATION MOZAMBIQUE SA,MOZAMBIQUE,SEGURO
MFL,"AERO MCFLY, S.A. DE C.V.",MEXICO,MCFLY
MFR,"MIDLINE AIR FREIGHT (OWENSBORO, KY)",UNITED STATES,MIDLINE FREIGHT
MFT,MULTIFLIGHT LTD,UNITED KINGDOM,YORKAIR
MFY,"MEDIFLY, S.A. DE C.V.",MEXICO,MEDIFLY MEX
MGA,M G AVIACION S.L.,SPAIN,MAG AVIACION
MGC,AIR CARGO MONGOLIA,MONGOLIA,MONGOLIA CARGO
MGD,"MIAMI AIR LEASE, INC. (MIAMI, FL)",UNITED STATES,MIAMI AIR
MGE,"AERO-MICRONESIA, INC. D/B/A ASIA PACIFIC AIRLINES (DANVILLE, CA)",UNITED STATES,MAGELLAN
MGF,TRTO AGENCY LTD.,MALTA,FOGLIA
MGG,ELMAGAL AVIATION SERVICES CO. LTD,SUDAN,ELMAGAL
MGH,MAVI GOK HAVACILIK A.S,TURKEY,MAVI
MGI,MARGHI AIR LIMITED,NIGERIA,MARGHI
MGL,MONGOLIAN AIRLINES,MONGOLIA,MONGOL AIR
MGM,"TRANSPORTE AEREO MGM, S.A DE C.V.",MEXICO,AERO EMM-GEE-EMM
MGO,PUNTO FA S.L.,SPAIN,MANGO
MGP,ARIRANG AVIATION LIMITED,BANGLADESH,MAGPIE
MGR,MAGNA AIR,AUSTRIA,
MGT,AIR ATTACK TECHNOLOGIES,FRANCE,MIGHTYVAN
MGV,MEGIDO AVIATION,ISRAEL,
MGW,MONGOLIAN AIRWAYS CARGO,MONGOLIA,GREAT MONGOLIAN
MGX,MONTENEGRO AIRLINES,MONTENEGRO,MONTAIR
MHA,"MOUNTAIN HIGH AVIATION (WALLA WALLA, WA)",UNITED STATES,MOUNTAIN HIGH
MHC,"AERO JOMACHA, S.A. DE C.V.",MEXICO,AERO JOMACHA
MHD,YAS AIR KISH,IRAN (ISLAMIC REPUBLIC OF),YAS AIR
MHF,"MARITIME HELICOTPERS (HOMER, AK)",UNITED STATES,AIR MARITIME
MHK,AL-NASER AIRLINES,IRAQ,AL-NASER
MHL,MERIDIAN AIRLINES LTD,NIGERIA,HASSIMAIR
MHN,MANHATTAN AIR LIMITED,UNITED KINGDOM,MANHATTAN
MHO,"MOKULELE AIRLINES (KAILUA KONA, HI)",UNITED STATES,MAHALO
MHQ,SKARGARDSHAVETS HELIKOPTERTJANST AB (SHT),FINLAND,HELICARE
MHS,AIR MEMPHIS,EGYPT,AIR MEMPHIS
MHU,AIR MEMPHIS,UGANDA,MEMPHIS UGANDA
MHV,"MHS AVIATION GMBH, GRUENWALD",GERMANY,SNOWCAP
MHY,METRON AVIATION,UNITED STATES,
MIA,"MAURIA, SOCIETE MAURITANIENNE D AVIATION",MAURITANIA,MAURIA
MIC,"MINT LINEAS AEREAS, S.A.",SPAIN,MINT AIRWAYS
MID,"WATERS AERO-MARINE, INC. D/B/A PENOBSCOT ISLAND AIR (SOUTH THOMASTON, ME)",UNITED STATES,MIDCOAST
MIE,"AERO PREMIER DE MEXICO, S.A. DE C.V.",MEXICO,AEROPREMIER
MIG,"RUSSIAN AIRCRAFT CORPORATION -MIG, FEDERAL STATE UNITARY ENTERPRISE",RUSSIAN FEDERATION,MIG AVIA
MIH,MASSY AIRLINES,NIGER,MASSYLINE
MIM,SPARFELL FRANCE,FRANCE,MILLESIME
MIN,MJET LIMITED,THAILAND,
MIR,"SERVICIOS AEREOS MIRA, S.A. DE C.V.",MEXICO,AEROMIR
MIS,BIRD IN A BIPLANE LTD,UNITED KINGDOM,ARTEMIS
MIT,"FLIGHT LINE, INC. (JACKSON, MS)",UNITED STATES,MATCO
MIZ,"DESARROLLO MILAZ, S.A. DE C.V.",MEXICO,MILAZ
MJA,ALMAJARA AVIATION,SUDAN,MAJARA
MJB,"IBERFLY, S.L.",SPAIN,
MJC,"MANDARIN AIR CO., LTD",CHINA,AIR MANDA
MJE,EMPIRE AVIATION GROUP,UNITED ARAB EMIRATES,EMJET
MJF,MJET GMBH,AUSTRIA,EM-EXPRESS
MJI,"MAJESTIC JET, INC. (FT. LAUDERDALE, FL)",UNITED STATES,MAJESTIC JET
MJN,ROYAL AIR FORCE OF OMAN (AIR TRANSPORT),OMAN,MAJAN
MJP,AIR MAJORO S.A.,PERU,AIR MAJORO
MJR,"MIDAMERICA JET, INC. (OWENSBORO, KY)",UNITED STATES,MAJOR
MJS,"AIRCHARTERS WORLWIDE INC. (FT. LAUDERDALE, FL)",UNITED STATES,JET SAVER
MJT,"MADJET-TRANSPORTES AEREOS, S.A.",PORTUGAL,MADJET
MKA,MOKA AIRWAYS,YEMEN,MOKA AIR
MKB,MACK AIR,BOTSWANA,GREENTAIL
MKG,AIR MEKONG (MEKONG AVIATION JOINT STOCK COMPANY),VIET NAM,MEKONG
MKL,"MCCALL AVIATION, INC. (MCCALL, ID)",UNITED STATES,MCCALL
MKR,"LANMEI AIRLINES (CAMBODIA) CO., LTD",CAMBODIA,AIR LANME
MKU,"ISLAND AIR (HONOLULU, HI)",UNITED STATES,MOKU
MKV,MAK AVIATION SERVICES,CANADA,
MLA,"FORTY-MILE AIR (TOK, AK)",UNITED STATES,MILE-AIR
MLB,MANAF INTERNATIONAL AIRWAYS,BURUNDI,MANAF
MLD,AIR MOLDOVA,REPUBLIC OF MOLDOVA,AIR MOLDOVA
MLE,MOLDAEROSERVICE,REPUBLIC OF MOLDOVA,MOLDAERO
MLG,MALAGASY AIRLINES,MADAGASCAR,
MLH,AVION EXPRESS MALTA LTD,MALTA,SOUTH WIND
MLI,MAIS LINHAS AEREAS S.A.,BRAZIL,DEMAIS
MLK,MILLENNIUM AIR,NIGERIA,NIGERJET
MLL,AEROCLUB DE MALLORCA,SPAIN,MALLORCA
MLM,COMLUX (MALTA) LTD,MALTA,LUXMALTA
MLN,"CORPORATE AIR, LLC (WEST MIFFLIN, PA)",UNITED STATES,MILLENNIUM
MLO,"SERVICIOS AEREOS MILENIO, S.A. DE C.V.",MEXICO,MILENIO
MLS,"MALL AIRWAYS, INC. (ALBANY, NY)",UNITED STATES,MALL-AIRWAYS
MLT,MALETH AERO AOC LTD,MALTA,MALETH
MLU,ZRACNO PRISTANISTE MALI LOSINJ D.O.O.,CROATIA,MALI LOSINJ
MLV,"MULTISERVICIOS AEREOS DEL VALLE, S.A. DE C.V.",MEXICO,MULTI VALLE
MLX,MALAWI EXPRESS LIMITED,MALAWI,MALAWI EXPRESS
MMA,MYANMAR AIRWAYS INTERNATIONAL CO. LTD,MYANMAR,MYANMAR
MMD,AIR ALSIE A/S,DENMARK,MERMAID
MME,MULTIMEDIA ENTERTAINMENT GROUP AIR (PTY) LTD T/A MEGA,SOUTH AFRICA,MAJESTIC AIR
MMF,NATO SUPPORT AND PROCUREMENT AGENCY,NETHERLANDS,MULTI
MMG,AEREO RUTA MAYA,GUATEMALA,RUTA MAYA
MMH,"MCMAHON HELICOPTER SERVICES, INC.",UNITED STATES,NIGHT RIDER
MMI,MARINA MILITARE ITALIANA,ITALY,ITALIAN NAVY
MMJ,MACAU JET INTERNATIONAL,CHINA,MACAUJET
MML,HUNNU AIR,MONGOLIA,TRANS MONGOLIA
MMM,MERIDIAN AIR COMPANY,RUSSIAN FEDERATION,AVIAMERIDIAN
MMN,"PRO AIRWAYS, LLC (PLYMOUTH, MA)",UNITED STATES,MINUTEMAN
MMO,MALTA MEDAIR,MALTA,MALIT
MMU,ROADRUNAIR AVIATION,UNITED STATES,SKY TOUR
MMY,"IASCO FLIGHT TRAINING (REDDING, CA)",UNITED STATES,MARMOT
MMZ,EUROATLANTIC AIRWAYS,PORTUGAL,EUROATLANTIC
MNB,MNG HAVAYOLLARI VE TASIMACILIK A.S.,TURKEY,BLACK SEA
MND,CORPORATEJETS XXI S.A.,SPAIN,CUGAT
MNE,TOMONTENEGRO,MONTENEGRO,MOUNT EAGLE
MNG,AERO MONGOLIA,MONGOLIA,AERO MONGOLIA
MNH,"MONARCH AIRLINES (GRAND JUNCTION, CO)",UNITED STATES,MONARCH AIR
MNJ,MENAJET,LEBANON,MENAJET
MNK,REAL AEROCLUB DE MAHON,SPAIN,
MNM,MANASIK AVIATION COMPANY,SAUDI ARABIA,MANASIK
MNO,TULCA (PTY) LTD,SOUTH AFRICA,TULCA
MNS,MEDSKY AIRWAYS,LIBYA,MEDSKY
MNT,MONTSERRAT AIRWAYS LTD (T/A FLYMONTSERRAT),UNITED KINGDOM,MONTSERRAT
MNU,"ELITE AIRWAYS (PORTLAND, ME)",UNITED STATES,MAINER
MNV,MAURITANIENNE AERIENNE ET NAVALE,MAURITANIA,NAVALE
MNX,MANX AIRLINES LTD.,UNITED KINGDOM,MANX
MNY,"MOONEY AIRCRAFT CORPORATION (KERRVILLE, TX)",UNITED STATES,MOONEY FLIGHT
MOC,AERO MARAT SA DE CV,MEXICO,AEROMARAT
MOD,AEROCLUBE DE COIMBRA,PORTUGAL,MONDEGO
MOK,LIGHT AIRCRAFT ASSOCIATION OF THE CZECH REPUBLIC,CZECHIA,
MOL,"TAXI AEREO DE MORELIA, S.A. DE C.V.",MEXICO,TAXI MOREL
MON,MONARCH AIRLINES LTD.,UNITED KINGDOM,MONARCH
MOO,MOONAIR,ISRAEL,
MOP,"APA - AEROPUBLICITARIA DE ANGOLA, LDA",ANGOLA,PUBLICITARIA
MOR,"AEROLINEAS DE MORELIA, S.A. DE C.V.",MEXICO,AEROMORELIA
MOT,MOTAHIDA AVIATION,LIBYA,MOTAHIDA
MOV,VIM AIRLINES,RUSSIAN FEDERATION,MOV AIR
MOW,"MOHAWK AIRLINES (ONEONTA, NY)",UNITED STATES,MOHAWK AIR
MOZ,SALZBURGJETAVIATION GMBH,AUSTRIA,MOZART
MPA,"MID-PACIFIC AIRLINES, INC. (HONOLULU, HI)",UNITED STATES,MID PAC
MPD,AIR COMET,SPAIN,RED COMET
MPE,CANADIAN NORTH INC.,CANADA,EMPRESS
MPH,MARTINAIR HOLLAND N.V.,NETHERLANDS,MARTINAIR
MPK,AIR INDUS,PAKISTAN,
MPL,"MASTER PLANNER, INC.",UNITED STATES,
MPO,"TRANSPORTES AEREOS AMPARO, S.A. DE C.V.",MEXICO,AMPARO
MPR,EMPIRE AVIATION SERVICES LIMITED,NIGERIA,HONEY BEE
MQT,AIR ITM,FRANCE,MUSKETEER
MRA,"MARTINAIRE (ADDISON, TX)",UNITED STATES,MARTEX
MRC,"MARTIN COMPANIES (KILGORE, TX)",UNITED STATES,MARTRANS
MRD,"MERIDIAN AIR CARGO, INC. (MERIDIAN, MS)",UNITED STATES,MERIDIAN
MRE,NAMIBIA COMMERCIAL AVIATION (PTY) LTD,NAMIBIA,MED RESCUE
MRF,MAURITANIENNE AIR FRET,MAURITANIA,MAUR-FRET
MRH,MARHAM FTU,UNITED KINGDOM,MARHAM
MRJ,MERAJ AIRLINES,IRAN (ISLAMIC REPUBLIC OF),MERAJ AIRLINE
MRK,"MARKAIR INC. (ANCHORAGE, AK)",UNITED STATES,MARKAIR
MRL,MR LINES,GABON,
MRN,MISSIONS GOUVERNEMENTALES FRANCAISES,FRANCE,MARIANNE
MRO,"MORRISON FLYING SERVICE, INC. (HELENA, MT)",UNITED STATES,MORRISON
MRP,ABAS,CZECHIA,ABAS
MRR,"WEST ISLE AIR, INC. (ANACORTES, WA)",UNITED STATES,MARINER
MRT,AIR MAURITANIE,MAURITANIA,MIKE ROMEO
MRV,LLC XENA,UKRAINE,XENA
MRX,"HERMEN S MARKAIR EXPRESS (ST. MARY S, AK)",UNITED STATES,SPEEDMARK
MRY,AIR MARINE,FRANCE,AIR MARINE
MRZ,MEDICAL AIR RESCUE SERVICES (MARS),ZIMBABWE,MARS
MSA,POSTE AIR CARGO S.R.L.,ITALY,MISTRAL WINGS
MSB,AIR STORK,REPUBLIC OF MOLDOVA,LONG
MSC,AIR CAIRO,EGYPT,
MSE,EGYPTAIR EXPRESS,EGYPT,EGYPTAIR EXPRESS
MSF,"MINSHENG INTERNATIONAL JET CO., LTD.",CHINA,MINSHENG
MSG,SAR - SERVICO AEREO REGIONAL,MOZAMBIQUE,SAR-REGIONAL
MSH,"U S MARSHALS SERVICE, U.S. DEPARTMENT OF JUSTICE (WASHINGTON, DC)",UNITED STATES,MARSHALAIR
MSI,MOTOR SICH,UKRAINE,MOTOR SICH
MSJ,"MAGNUM AIR (SKY JET), INC.",PHILIPPINES,MAGNUM AIR
MSL,MARSLAND AVIATION,SUDAN,MARSLANDAIR
MSM,AEROMAS,URUGUAY,AEROMAS EXPRESS
MSN,"MILENIUM AIR SERVICIOS AEREOS INTEGRADOS, S.A. DE C.V.",MEXICO,MILCARGO
MSP,SERVICIO DE VIGILANCIA AEREA DEL MINISTERIO DE SEGURIDAD PUBLICA,COSTA RICA,SEGURIDAD
MSQ,META - MESQUITA TRANSPORTES AEREOS LTDA,BRAZIL,META
MSR,EGYPT AIR,EGYPT,EGYPTAIR
MSS,GLOBAL AVIATION SARL,MAURITANIA,GLOBE MASTER
MST,MASTER TOP LINHAS AEREAS LTDA.,BRAZIL,MASTER
MSU,MGC AVIATION TA MALUTI SKY,LESOTHO,MALUTI SKY
